FREQ,Frequenza,REGION_OF_STUDY,Regione della sede didattica,DATA_TYPE,Indicatore,TYPE_UNIV_MANAGEMENT,Tipo Ateneo,SEX,Sesso,TYPE_DEGREE_COURSE,Tipologia di corso di laurea,FIELD_STUDY,Gruppo di classi di laurea,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REGION_OF_STUDY,Regione della sede didattica (NOTE_REGION_OF_STUDY),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_TYPE_UNIV_MANAGEMENT,Tipo Ateneo (NOTE_TYPE_UNIV_MANAGEMENT),NOTE_SEX,Sesso (NOTE_SEX),NOTE_TYPE_DEGREE_COURSE,Tipologia di corso di laurea (NOTE_TYPE_DEGREE_COURSE),NOTE_FIELD_STUDY,Gruppo di classi di laurea (NOTE_FIELD_STUDY),NOTE_TIME_PERIOD,Tempo (NOTE_TIME_PERIOD),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,34,Educazione e formazione,2010,174,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,34,Educazione e formazione,2011,140,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,34,Educazione e formazione,2012,182,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,34,Educazione e formazione,2013,273,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,34,Educazione e formazione,2014,365,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,34,Educazione e formazione,2015,419,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,34,Educazione e formazione,2016,367,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,34,Educazione e formazione,2017,327,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,34,Educazione e formazione,2018,293,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,34,Educazione e formazione,2019,304,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,34,Educazione e formazione,2020,329,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,34,Educazione e formazione,2021,327,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,34,Educazione e formazione,2022,321,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,35,Arte e design,2010,294,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,35,Arte e design,2011,235,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,35,Arte e design,2012,281,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,35,Arte e design,2013,289,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,35,Arte e design,2014,264,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,35,Arte e design,2015,218,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,35,Arte e design,2016,225,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,35,Arte e design,2017,218,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,35,Arte e design,2018,237,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,35,Arte e design,2019,284,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,35,Arte e design,2020,265,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,35,Arte e design,2021,280,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,35,Arte e design,2022,260,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,36,Letterario-umanistico,2010,341,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,36,Letterario-umanistico,2011,328,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,36,Letterario-umanistico,2012,293,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,36,Letterario-umanistico,2013,321,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,36,Letterario-umanistico,2014,201,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,36,Letterario-umanistico,2015,222,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,36,Letterario-umanistico,2016,270,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,36,Letterario-umanistico,2017,241,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,36,Letterario-umanistico,2018,265,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,36,Letterario-umanistico,2019,319,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,36,Letterario-umanistico,2020,290,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,36,Letterario-umanistico,2021,294,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,36,Letterario-umanistico,2022,269,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,37,Linguistico,2010,472,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,37,Linguistico,2011,404,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,37,Linguistico,2012,445,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,37,Linguistico,2013,332,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,37,Linguistico,2014,348,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,37,Linguistico,2015,410,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,37,Linguistico,2016,445,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,37,Linguistico,2017,512,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,37,Linguistico,2018,544,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,37,Linguistico,2019,565,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,37,Linguistico,2020,708,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,37,Linguistico,2021,620,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,37,Linguistico,2022,501,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,38,Politico-sociale e comunicazione,2010,513,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,38,Politico-sociale e comunicazione,2011,413,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,38,Politico-sociale e comunicazione,2012,443,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,38,Politico-sociale e comunicazione,2013,453,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,38,Politico-sociale e comunicazione,2014,523,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,38,Politico-sociale e comunicazione,2015,459,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,38,Politico-sociale e comunicazione,2016,503,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,38,Politico-sociale e comunicazione,2017,568,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,38,Politico-sociale e comunicazione,2018,689,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,38,Politico-sociale e comunicazione,2019,787,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,38,Politico-sociale e comunicazione,2020,853,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,38,Politico-sociale e comunicazione,2021,1015,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,38,Politico-sociale e comunicazione,2022,968,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,39,Psicologico,2010,333,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,39,Psicologico,2011,300,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,39,Psicologico,2012,271,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,39,Psicologico,2013,288,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,39,Psicologico,2014,243,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,39,Psicologico,2015,250,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,39,Psicologico,2016,222,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,39,Psicologico,2017,284,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,39,Psicologico,2018,255,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,39,Psicologico,2019,256,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,39,Psicologico,2020,273,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,39,Psicologico,2021,243,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,39,Psicologico,2022,235,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,40,Economico,2010,1021,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,40,Economico,2011,881,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,40,Economico,2012,934,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,40,Economico,2013,1048,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,40,Economico,2014,891,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,40,Economico,2015,972,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,40,Economico,2016,1034,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,40,Economico,2017,1137,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,40,Economico,2018,1114,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,40,Economico,2019,1156,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,40,Economico,2020,1408,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,40,Economico,2021,1417,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,40,Economico,2022,1034,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,41,Giuridico,2010,150,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,41,Giuridico,2011,134,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,41,Giuridico,2012,99,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,41,Giuridico,2013,106,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,41,Giuridico,2014,96,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,41,Giuridico,2015,106,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,41,Giuridico,2016,103,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,41,Giuridico,2017,111,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,41,Giuridico,2018,80,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,41,Giuridico,2019,93,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,41,Giuridico,2020,116,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,41,Giuridico,2021,129,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,41,Giuridico,2022,201,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,42,Scientifico,2010,493,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,42,Scientifico,2011,470,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,42,Scientifico,2012,434,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,42,Scientifico,2013,502,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,42,Scientifico,2014,467,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,42,Scientifico,2015,487,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,42,Scientifico,2016,444,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,42,Scientifico,2017,492,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,42,Scientifico,2018,680,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,42,Scientifico,2019,815,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,42,Scientifico,2020,864,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,42,Scientifico,2021,763,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,42,Scientifico,2022,778,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,43,Informatica e tecnologie ICT,2010,18,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,43,Informatica e tecnologie ICT,2011,10,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,43,Informatica e tecnologie ICT,2012,15,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,43,Informatica e tecnologie ICT,2013,14,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,43,Informatica e tecnologie ICT,2014,22,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,43,Informatica e tecnologie ICT,2015,15,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,43,Informatica e tecnologie ICT,2016,23,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,43,Informatica e tecnologie ICT,2017,18,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,43,Informatica e tecnologie ICT,2018,26,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,43,Informatica e tecnologie ICT,2019,49,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,43,Informatica e tecnologie ICT,2020,32,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,43,Informatica e tecnologie ICT,2021,29,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,43,Informatica e tecnologie ICT,2022,40,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,44,Architettura e ingegneria civile,2010,376,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,44,Architettura e ingegneria civile,2011,436,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,44,Architettura e ingegneria civile,2012,448,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,44,Architettura e ingegneria civile,2013,520,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,44,Architettura e ingegneria civile,2014,463,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,44,Architettura e ingegneria civile,2015,441,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,44,Architettura e ingegneria civile,2016,342,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,44,Architettura e ingegneria civile,2017,356,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,44,Architettura e ingegneria civile,2018,314,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,44,Architettura e ingegneria civile,2019,318,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,44,Architettura e ingegneria civile,2020,314,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,44,Architettura e ingegneria civile,2021,287,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,44,Architettura e ingegneria civile,2022,260,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,45,'Ingegneria industriale e dell"'informazione',2010,285,,,,,,,,,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,18,Laureati,1,Pubblica,2,Femmine,L,Corsi di laurea di I livello,45,'Ingegneria industriale e dell"'informazione',2011,336,,,,,,,,,,,,,,,,,,,,,,
