FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,TYPE_SOCIO_EDUC_SERVICE,Tipo di servizio socio-educativo,HOLDER_SECTOR_PUBPRIV,Settore del titolare,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_TYPE_SOCIO_EDUC_SERVICE,Tipo di servizio socio-educativo (NOTE_TYPE_SOCIO_EDUC_SERVICE),NOTE_HOLDER_SECTOR_PUBPRIV,Settore del titolare (NOTE_HOLDER_SECTOR_PUBPRIV),NOTE_TIME_PERIOD,Tempo (NOTE_TIME_PERIOD),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITD4,Friuli-Venezia Giulia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,29.2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,30.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,31.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,33.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,35.2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD4,Friuli-Venezia Giulia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,37.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2013,32.2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2014,32.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2015,33.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2016,33.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2017,34.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,35.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,36.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,37.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,38.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,40.1,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITD5,Emilia-Romagna,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,41.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2013,28.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2014,29.1,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2015,29.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2016,31.1,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2017,31.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,33,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,34.1,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,35,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,35.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,37.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,39.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE2,Umbria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2013,30.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE2,Umbria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2014,30.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE2,Umbria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2015,32.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE2,Umbria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2016,34.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE2,Umbria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2017,34.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE2,Umbria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,36.1,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE2,Umbria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,36.2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE2,Umbria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,37.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE2,Umbria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,37.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE2,Umbria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,40.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE2,Umbria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,42.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE3,Marche,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2013,22.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE3,Marche,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2014,25,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE3,Marche,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2015,22,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE3,Marche,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2016,24.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE3,Marche,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2017,25.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE3,Marche,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,26.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE3,Marche,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,27.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE3,Marche,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,28.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE3,Marche,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,28.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE3,Marche,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,30.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE3,Marche,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,32,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2013,27,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2014,27.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2015,27.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2016,28.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2017,29.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,31.1,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,34,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,34.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,35.2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,37,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,38.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF1,Abruzzo,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2013,17.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF1,Abruzzo,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2014,18.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF1,Abruzzo,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2015,18.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF1,Abruzzo,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2016,19.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF1,Abruzzo,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2017,20.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF1,Abruzzo,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,21.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF1,Abruzzo,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,22.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF1,Abruzzo,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,23.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF1,Abruzzo,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,23.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF1,Abruzzo,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,26.1,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF1,Abruzzo,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,27.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF2,Molise,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2013,19.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF2,Molise,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2014,21.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF2,Molise,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2015,21.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF2,Molise,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2016,21.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF2,Molise,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2017,21.2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF2,Molise,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,22.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF2,Molise,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,22.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF2,Molise,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,21.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF2,Molise,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,22,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF2,Molise,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,22.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF2,Molise,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,23.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF3,Campania,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2013,5.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF3,Campania,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2014,5.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF3,Campania,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2015,5.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF3,Campania,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2016,6.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF3,Campania,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2017,7.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF3,Campania,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,8.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF3,Campania,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,9.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF3,Campania,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,9.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF3,Campania,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,10.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF3,Campania,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,12.2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF3,Campania,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,14.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF4,Puglia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2013,11.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF4,Puglia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2014,11.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF4,Puglia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2015,12.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF4,Puglia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2016,13.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF4,Puglia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2017,14.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF4,Puglia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,15.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF4,Puglia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,17.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF4,Puglia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,18.1,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF4,Puglia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,18,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF4,Puglia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,18.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF4,Puglia,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,19.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF5,Basilicata,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2013,12.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF5,Basilicata,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2014,14,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF5,Basilicata,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2015,13,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF5,Basilicata,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2016,14.2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF5,Basilicata,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2017,13.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF5,Basilicata,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2018,16.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF5,Basilicata,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2019,20,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF5,Basilicata,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2020,20.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF5,Basilicata,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2021,22.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF5,Basilicata,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2022,21.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF5,Basilicata,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2023,24.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF6,Calabria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2013,10,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF6,Calabria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2014,8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITF6,Calabria,P_100CH_Y0_2,Posti autorizzati per 100 bambini di 0-2 anni,DNUR,Nidi e sezioni primavera,9,Totale,2015,8.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
