FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,AGE,Età,EDU_LEV_HIGHEST,Titolo di studio,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,11,Laurea e post-laurea,2018,92.909128,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,11,Laurea e post-laurea,2019,93.124934,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,11,Laurea e post-laurea,2020,92.934408,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,11,Laurea e post-laurea,2021,93.681142,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,11,Laurea e post-laurea,2022,94.195741,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,11,Laurea e post-laurea,2023,94.59347,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,11,Laurea e post-laurea,2024,95.307562,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,99,Totale,2018,84.361032,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,99,Totale,2019,84.701229,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,99,Totale,2020,83.414692,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,99,Totale,2021,84.047794,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,99,Totale,2022,85.945331,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,99,Totale,2023,86.674322,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y35-49,35-49 anni,99,Totale,2024,87.437556,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2018,76.560443,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2019,76.6648,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2020,75.390638,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2021,75.857184,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022,78.125137,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,77.596373,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,79.276571,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,7,Diploma,2018,88.638145,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,7,Diploma,2019,89.286179,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,7,Diploma,2020,88.153749,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,7,Diploma,2021,88.664857,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,7,Diploma,2022,90.70032,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,7,Diploma,2023,91.601243,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,7,Diploma,2024,91.438657,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,11,Laurea e post-laurea,2018,95.140208,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,11,Laurea e post-laurea,2019,94.946539,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,11,Laurea e post-laurea,2020,94.901017,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,11,Laurea e post-laurea,2021,94.760187,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,11,Laurea e post-laurea,2022,94.771823,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,11,Laurea e post-laurea,2023,94.940649,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,11,Laurea e post-laurea,2024,95.781028,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,99,Totale,2018,84.023541,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,99,Totale,2019,84.408396,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,99,Totale,2020,83.400124,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,99,Totale,2021,83.858727,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,99,Totale,2022,85.866149,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,99,Totale,2023,86.483648,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y45-54,45-54 anni,99,Totale,2024,87.454603,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2018,52.093776,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2019,52.735131,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2020,52.474197,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2021,53.005148,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022,55.385262,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,57.229318,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,59.051085,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,7,Diploma,2018,71.558538,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,7,Diploma,2019,72.197324,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,7,Diploma,2020,70.39507,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,7,Diploma,2021,69.995627,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,7,Diploma,2022,72.510228,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,7,Diploma,2023,74.715607,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,7,Diploma,2024,76.99926,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,11,Laurea e post-laurea,2018,87.992652,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,11,Laurea e post-laurea,2019,87.75194,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,11,Laurea e post-laurea,2020,86.734088,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,11,Laurea e post-laurea,2021,86.84045,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,11,Laurea e post-laurea,2022,87.898461,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,11,Laurea e post-laurea,2023,88.846762,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,11,Laurea e post-laurea,2024,90.100556,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,99,Totale,2018,63.950198,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,99,Totale,2019,64.372035,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,99,Totale,2020,63.441454,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,99,Totale,2021,63.386937,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,99,Totale,2022,65.333495,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,99,Totale,2023,67.83703,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y55-64,55-64 anni,99,Totale,2024,70.068093,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2018,61.191004,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2019,61.365493,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2020,60.917889,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2021,60.843683,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022,62.765241,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,64.009451,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,65.282717,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,7,Diploma,2018,78.165706,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,7,Diploma,2019,78.895539,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,7,Diploma,2020,77.162645,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,7,Diploma,2021,76.700473,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,7,Diploma,2022,79.041696,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,7,Diploma,2023,80.763066,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,7,Diploma,2024,82.076984,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,11,Laurea e post-laurea,2018,90.799678,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,11,Laurea e post-laurea,2019,91.057153,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,11,Laurea e post-laurea,2020,90.275225,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,11,Laurea e post-laurea,2021,89.858486,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,11,Laurea e post-laurea,2022,90.829998,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,11,Laurea e post-laurea,2023,91.371243,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,11,Laurea e post-laurea,2024,92.231566,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,99,Totale,2018,71.379877,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,99,Totale,2019,71.810411,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,99,Totale,2020,70.785025,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,99,Totale,2021,70.455371,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,99,Totale,2022,72.311787,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,99,Totale,2023,74.265095,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-64,50-64 anni,99,Totale,2024,75.816586,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2018,66.321836,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2019,66.530263,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2020,64.786957,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2021,65.346021,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022,67.6552,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,68.366357,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,69.699003,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,7,Diploma,2018,74.819644,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,7,Diploma,2019,75.55894,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,7,Diploma,2020,73.993888,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,7,Diploma,2021,74.649737,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,7,Diploma,2022,77.062563,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,7,Diploma,2023,78.25727,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,7,Diploma,2024,78.304513,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,11,Laurea e post-laurea,2018,83.459822,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,11,Laurea e post-laurea,2019,83.344665,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,11,Laurea e post-laurea,2020,82.631405,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,11,Laurea e post-laurea,2021,83.122755,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,11,Laurea e post-laurea,2022,84.674615,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,11,Laurea e post-laurea,2023,85.569059,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,11,Laurea e post-laurea,2024,86.218295,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,99,Totale,2018,72.870649,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,99,Totale,2019,73.318612,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,99,Totale,2020,71.839491,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,99,Totale,2021,72.423956,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,99,Totale,2022,74.725921,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,99,Totale,2023,76.015191,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y20-64,20-64 anni,99,Totale,2024,76.752134,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2018,56.286397,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2019,56.429904,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2020,54.900261,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2021,55.366531,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022,57.268868,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,57.290379,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,57.966491,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,7,Diploma,2018,73.383161,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,7,Diploma,2019,74.074201,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,7,Diploma,2020,72.451221,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,7,Diploma,2021,73.061609,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,7,Diploma,2022,75.337167,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,7,Diploma,2023,76.574138,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,7,Diploma,2024,76.726108,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,11,Laurea e post-laurea,2018,83.453926,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,11,Laurea e post-laurea,2019,83.3288,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,11,Laurea e post-laurea,2020,82.626819,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,11,Laurea e post-laurea,2021,83.121443,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,11,Laurea e post-laurea,2022,84.674719,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,11,Laurea e post-laurea,2023,85.565872,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,11,Laurea e post-laurea,2024,86.218295,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,99,Totale,2018,67.557619,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,99,Totale,2019,67.978149,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,99,Totale,2020,66.550086,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,99,Totale,2021,67.079496,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,99,Totale,2022,69.196611,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,99,Totale,2023,70.412215,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-64,15-64 anni,99,Totale,2024,71.063068,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2018,47.228602,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2019,47.330956,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2020,45.848247,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2021,46.180509,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022,47.491543,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,47.582031,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,48.328813,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,7,Diploma,2018,67.704311,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,7,Diploma,2019,68.026901,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,7,Diploma,2020,66.330725,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,7,Diploma,2021,66.805214,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,7,Diploma,2022,68.955963,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,7,Diploma,2023,69.740091,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,7,Diploma,2024,69.753069,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,11,Laurea e post-laurea,2018,76.959901,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,11,Laurea e post-laurea,2019,76.90481,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,11,Laurea e post-laurea,2020,76.545712,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,11,Laurea e post-laurea,2021,77.304339,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,11,Laurea e post-laurea,2022,78.797346,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,11,Laurea e post-laurea,2023,79.461561,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,11,Laurea e post-laurea,2024,79.980485,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,99,Totale,2018,59.77672,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,99,Totale,2019,60.054601,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,99,Totale,2020,58.646241,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,99,Totale,2021,59.057278,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,99,Totale,2022,60.813458,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,99,Totale,2023,61.929134,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y15-74,15-74 anni,99,Totale,2024,62.595636,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-89,50-89 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2018,30.105074,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-89,50-89 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2019,30.536315,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-89,50-89 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2020,30.195437,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-89,50-89 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2021,30.393243,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-89,50-89 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022,31.412832,,
A,Annuale,IT,Italia,EMP_R,Tasso di occupazione,1,Maschi,Y50-89,50-89 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,31.852332,,
