FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,AGE,Età,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITD4,Friuli-Venezia Giulia,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2021,10.215444,,
A,Annuale,ITD4,Friuli-Venezia Giulia,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2022,8.360441,,
A,Annuale,ITD4,Friuli-Venezia Giulia,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2023,8.490926,,
A,Annuale,ITD4,Friuli-Venezia Giulia,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2024,7.32847,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2018,8.11619,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2019,9.587628,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2020,10.51097,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2021,8.30778,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2022,8.074224,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2023,7.515174,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2024,6.922692,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2018,13.139767,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2019,12.902093,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2020,14.355596,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2021,13.752191,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2022,9.989037,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2023,10.321509,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2024,8.524099,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2018,10.350604,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2019,11.074251,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2020,12.164705,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2021,10.723155,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2022,8.917578,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2023,8.745698,,
A,Annuale,ITD5,Emilia-Romagna,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2024,7.605901,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2018,12.200477,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2019,11.841528,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2020,11.276072,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2021,10.816613,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2022,10.100168,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2023,9.965962,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2024,6.260683,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2018,15.684571,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2019,14.569324,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2020,15.993844,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2021,16.492014,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2022,11.563185,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2023,10.299796,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2024,9.000018,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2018,13.818612,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2019,13.07168,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2020,13.346188,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2021,13.347537,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2022,10.750328,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2023,10.109834,,
A,Annuale,ITE1,Toscana,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2024,7.440535,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2018,13.475095,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2019,14.84397,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2020,17.5759,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2021,13.472202,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2022,12.774802,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2023,9.76614,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2024,8.310072,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2018,21.086609,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2019,14.53609,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2020,18.612732,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2021,16.290629,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2022,14.28263,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2023,11.48062,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2024,10.043337,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2018,16.64072,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2019,14.708697,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2020,18.03216,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2021,14.674321,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2022,13.429026,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2023,10.487008,,
A,Annuale,ITE2,Umbria,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2024,9.060422,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2018,12.107078,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2019,12.983184,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2020,12.588215,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2021,12.14514,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2022,10.114627,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2023,8.784368,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2024,7.960943,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2018,15.484041,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2019,17.78708,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2020,17.977899,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2021,14.7022,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2022,10.331366,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2023,9.620226,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2024,8.795528,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2018,13.530087,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2019,15.123392,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2020,14.9509,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2021,13.215865,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2022,10.204173,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2023,9.131593,,
A,Annuale,ITE3,Marche,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2024,8.326903,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2018,20.763557,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2019,18.842142,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2020,18.999562,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2021,20.047673,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2022,13.131503,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2023,11.124901,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2024,10.843665,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2018,20.847877,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2019,18.234029,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2020,18.11918,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2021,19.473168,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2022,16.498691,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2023,13.950426,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2024,14.149268,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2018,20.801085,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2019,18.570178,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2020,18.62701,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2021,19.80005,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2022,14.620363,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2023,12.353885,,
A,Annuale,ITE4,Lazio,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2024,12.303286,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2018,14.459253,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2019,18.4389,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2020,15.232903,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2021,14.666023,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2022,12.958079,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2023,13.116024,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2024,16.110688,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2018,25.219613,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2019,26.424729,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2020,24.704577,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2021,22.109858,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2022,20.02674,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2023,15.305885,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2024,16.399147,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2018,18.916455,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2019,21.54114,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2020,18.853707,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2021,17.651832,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2022,15.857033,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2023,14.018243,,
A,Annuale,ITF1,Abruzzo,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2024,16.225758,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2018,23.515874,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2019,22.43699,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2020,18.24865,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2021,20.190759,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2022,20.710431,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2023,17.657046,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2024,15.676842,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2018,32.292938,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2019,25.234667,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2020,26.605691,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2021,26.943609,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2022,21.962812,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2023,22.626837,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2024,16.454475,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2018,27.058699,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2019,23.533614,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2020,21.510452,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2021,22.821279,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2022,21.248254,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2023,19.551131,,
A,Annuale,ITF2,Molise,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2024,15.976376,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2018,33.216181,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2019,31.276219,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2020,31.821933,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2021,28.82448,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2022,25.248072,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2023,25.431398,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2024,24.393514,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2018,41.552383,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2019,38.608113,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2020,36.447795,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2021,36.824425,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2022,32.863384,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2023,31.688408,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2024,26.724935,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2018,36.514492,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2019,34.157143,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2020,33.543905,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2021,31.935741,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2022,28.297874,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2023,27.914732,,
A,Annuale,ITF3,Campania,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2024,25.32008,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2018,26.196474,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2019,26.36858,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2020,23.137699,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2021,26.071606,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2022,17.828066,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2023,16.303342,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2024,16.018711,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2018,32.238005,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2019,28.408366,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2020,27.077204,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2021,28.781835,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2022,29.682409,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2023,27.374085,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2024,19.719446,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2018,28.692562,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2019,27.17375,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2020,24.674892,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2021,27.15324,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2022,22.519983,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2023,20.770737,,
A,Annuale,ITF4,Puglia,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2024,17.534658,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2018,21.975057,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2019,17.098802,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2020,15.344687,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2021,16.743377,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2022,12.461822,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2023,13.252734,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,1,Maschi,Y15-34,15-34 anni,2024,10.574955,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2018,28.144716,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2019,27.555694,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2020,24.500897,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2021,18.772268,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2022,21.350977,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2023,18.89547,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,2,Femmine,Y15-34,15-34 anni,2024,17.769008,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2018,24.308404,,
A,Annuale,ITF5,Basilicata,UNEM_R,Tasso di disoccupazione,9,Totale,Y15-34,15-34 anni,2019,20.917281,,
