FREQ,Frequenza,REF_AREA,Territorio,SEX,Sesso,POSIZ_PROF,Posizione professionale,PERM_TEMP_EMPLOYEES,Carattere occupazione dipendente,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITF4,Puglia,9,Totale,1,Dipendenti,9,Totale,2019,906.985,,
A,Annuale,ITF4,Puglia,9,Totale,1,Dipendenti,9,Totale,2020,892.625,,
A,Annuale,ITF4,Puglia,9,Totale,1,Dipendenti,9,Totale,2021,931.632,,
A,Annuale,ITF4,Puglia,9,Totale,1,Dipendenti,9,Totale,2022,965.281,,
A,Annuale,ITF4,Puglia,9,Totale,1,Dipendenti,9,Totale,2023,978.538,,
A,Annuale,ITF4,Puglia,9,Totale,1,Dipendenti,9,Totale,2024,982.877,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,2,Tempo indeterminato,2018,111.168,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,2,Tempo indeterminato,2019,109.438,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,2,Tempo indeterminato,2020,106.358,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,2,Tempo indeterminato,2021,112.446,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,2,Tempo indeterminato,2022,113.356,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,2,Tempo indeterminato,2023,117.189,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,2,Tempo indeterminato,2024,119.091,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,9,Totale,2018,139.147,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,9,Totale,2019,139.784,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,9,Totale,2020,135.437,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,9,Totale,2021,143.16,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,9,Totale,2022,143.39,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,9,Totale,2023,148.854,,
A,Annuale,ITF5,Basilicata,9,Totale,1,Dipendenti,9,Totale,2024,149.236,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,2,Tempo indeterminato,2018,291.018,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,2,Tempo indeterminato,2019,287.774,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,2,Tempo indeterminato,2020,289.323,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,2,Tempo indeterminato,2021,293.556,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,2,Tempo indeterminato,2022,292.753,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,2,Tempo indeterminato,2023,303.855,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,2,Tempo indeterminato,2024,319.853,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,9,Totale,2018,392.787,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,9,Totale,2019,395.88,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,9,Totale,2020,384.632,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,9,Totale,2021,394.794,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,9,Totale,2022,398.152,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,9,Totale,2023,405.669,,
A,Annuale,ITF6,Calabria,9,Totale,1,Dipendenti,9,Totale,2024,414.172,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,2,Tempo indeterminato,2018,784.809,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,2,Tempo indeterminato,2019,788.921,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,2,Tempo indeterminato,2020,782.846,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,2,Tempo indeterminato,2021,763.852,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,2,Tempo indeterminato,2022,796.096,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,2,Tempo indeterminato,2023,845.15,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,2,Tempo indeterminato,2024,895.667,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,9,Totale,2018,1022.39,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,9,Totale,2019,1035.03,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,9,Totale,2020,1008.623,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,9,Totale,2021,1012.916,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,9,Totale,2022,1047.103,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,9,Totale,2023,1117.505,,
A,Annuale,ITG1,Sicilia,9,Totale,1,Dipendenti,9,Totale,2024,1165.368,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,2,Tempo indeterminato,2018,336.277,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,2,Tempo indeterminato,2019,335.812,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,2,Tempo indeterminato,2020,327.17,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,2,Tempo indeterminato,2021,322.854,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,2,Tempo indeterminato,2022,336.48,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,2,Tempo indeterminato,2023,354.908,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,2,Tempo indeterminato,2024,371.433,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,9,Totale,2018,428.052,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,9,Totale,2019,438.262,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,9,Totale,2020,399.407,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,9,Totale,2021,409.53,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,9,Totale,2022,428.625,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,9,Totale,2023,437.198,,
A,Annuale,ITG2,Sardegna,9,Totale,1,Dipendenti,9,Totale,2024,442.332,,
