FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,TYPE_SOCIO_EDUC_SERVICE,Tipo di servizio socio-educativo,TYPE_MANAGEMENT,Tipo di gestione,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_TYPE_SOCIO_EDUC_SERVICE,Tipo di servizio socio-educativo (NOTE_TYPE_SOCIO_EDUC_SERVICE),NOTE_TYPE_MANAGEMENT,Tipo di gestione (NOTE_TYPE_MANAGEMENT),NOTE_TIME_PERIOD,Tempo (NOTE_TIME_PERIOD),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITE4,Lazio,USSSPM,Utenti,DNISC,Sezioni primavera,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,USSSPM,Utenti,DNISC,Sezioni primavera,ALL,Tutte le voci,2023,561,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,USSSPM,Utenti,ISERIDC,Servizi integrativi per la prima infanzia,MDO,Comunale a gestione diretta,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,USSSPM,Utenti,ISERIDC,Servizi integrativi per la prima infanzia,MMETP,Comunale a gestione affidata a terzi,2023,8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,USSSPM,Utenti,ISERIDC,Servizi integrativi per la prima infanzia,PRPM,Privata con riserva di posti da parte del comune,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,USSSPM,Utenti,ISERIDC,Servizi integrativi per la prima infanzia,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,USSSPM,Utenti,ISERIDC,Servizi integrativi per la prima infanzia,ALL,Tutte le voci,2023,15,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,USSSPM,Utenti,ALL,Tutte le voci,MDO,Comunale a gestione diretta,2023,15247,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,USSSPM,Utenti,ALL,Tutte le voci,MMETP,Comunale a gestione affidata a terzi,2023,4019,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,USSSPM,Utenti,ALL,Tutte le voci,PRPM,Privata con riserva di posti da parte del comune,2023,5752,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,USSSPM,Utenti,ALL,Tutte le voci,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,544,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,USSSPM,Utenti,ALL,Tutte le voci,ALL,Tutte le voci,2023,25562,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),DNUR,Nidi e sezioni primavera,MDO,Comunale a gestione diretta,2023,193935759,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),DNUR,Nidi e sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,30758962,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),DNUR,Nidi e sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,52239224,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),DNUR,Nidi e sezioni primavera,PCM,Privata senza riserva di posti da parte del comune,2023,12480,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),DNUR,Nidi e sezioni primavera,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,1289814,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),DNUR,Nidi e sezioni primavera,ALL,Tutte le voci,2023,278236239,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),CDNUR,Nidi,MDO,Comunale a gestione diretta,2023,188497582,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),CDNUR,Nidi,MMETP,Comunale a gestione affidata a terzi,2023,30387508,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),CDNUR,Nidi,PRPM,Privata con riserva di posti da parte del comune,2023,52239224,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),CDNUR,Nidi,PCM,Privata senza riserva di posti da parte del comune,2023,12480,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),CDNUR,Nidi,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,1289031,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),CDNUR,Nidi,ALL,Tutte le voci,2023,272425825,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),DNISC,Sezioni primavera,MDO,Comunale a gestione diretta,2023,5438177,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),DNISC,Sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,371454,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),DNISC,Sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),DNISC,Sezioni primavera,PCM,Privata senza riserva di posti da parte del comune,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),DNISC,Sezioni primavera,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,783,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),DNISC,Sezioni primavera,ALL,Tutte le voci,2023,5810414,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),ISERIDC,Servizi integrativi per la prima infanzia,MDO,Comunale a gestione diretta,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),ISERIDC,Servizi integrativi per la prima infanzia,MMETP,Comunale a gestione affidata a terzi,2023,23000,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),ISERIDC,Servizi integrativi per la prima infanzia,PRPM,Privata con riserva di posti da parte del comune,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),ISERIDC,Servizi integrativi per la prima infanzia,PCM,Privata senza riserva di posti da parte del comune,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),ISERIDC,Servizi integrativi per la prima infanzia,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,8739,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),ISERIDC,Servizi integrativi per la prima infanzia,ALL,Tutte le voci,2023,31739,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),ALL,Tutte le voci,MDO,Comunale a gestione diretta,2023,193935759,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),ALL,Tutte le voci,MMETP,Comunale a gestione affidata a terzi,2023,30781962,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),ALL,Tutte le voci,PRPM,Privata con riserva di posti da parte del comune,2023,52239224,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),ALL,Tutte le voci,PCM,Privata senza riserva di posti da parte del comune,2023,12480,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),ALL,Tutte le voci,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,1298553,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,TOTEXP,Totale spesa (euro),ALL,Tutte le voci,ALL,Tutte le voci,2023,278267978,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),DNUR,Nidi e sezioni primavera,MDO,Comunale a gestione diretta,2023,169450001,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),DNUR,Nidi e sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,26032153,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),DNUR,Nidi e sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,42973807,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),DNUR,Nidi e sezioni primavera,PCM,Privata senza riserva di posti da parte del comune,2023,12480,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),DNUR,Nidi e sezioni primavera,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,1289814,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),DNUR,Nidi e sezioni primavera,ALL,Tutte le voci,2023,239758255,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),CDNUR,Nidi,MDO,Comunale a gestione diretta,2023,164495765,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),CDNUR,Nidi,MMETP,Comunale a gestione affidata a terzi,2023,25724864,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),CDNUR,Nidi,PRPM,Privata con riserva di posti da parte del comune,2023,42973807,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),CDNUR,Nidi,PCM,Privata senza riserva di posti da parte del comune,2023,12480,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),CDNUR,Nidi,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,1289031,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),CDNUR,Nidi,ALL,Tutte le voci,2023,234495947,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),DNISC,Sezioni primavera,MDO,Comunale a gestione diretta,2023,4954236,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),DNISC,Sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,307289,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),DNISC,Sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),DNISC,Sezioni primavera,PCM,Privata senza riserva di posti da parte del comune,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),DNISC,Sezioni primavera,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,783,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),DNISC,Sezioni primavera,ALL,Tutte le voci,2023,5262308,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),ISERIDC,Servizi integrativi per la prima infanzia,MDO,Comunale a gestione diretta,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),ISERIDC,Servizi integrativi per la prima infanzia,MMETP,Comunale a gestione affidata a terzi,2023,23000,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),ISERIDC,Servizi integrativi per la prima infanzia,PRPM,Privata con riserva di posti da parte del comune,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),ISERIDC,Servizi integrativi per la prima infanzia,PCM,Privata senza riserva di posti da parte del comune,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),ISERIDC,Servizi integrativi per la prima infanzia,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,8739,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),ISERIDC,Servizi integrativi per la prima infanzia,ALL,Tutte le voci,2023,31739,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),ALL,Tutte le voci,MDO,Comunale a gestione diretta,2023,169450001,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),ALL,Tutte le voci,MMETP,Comunale a gestione affidata a terzi,2023,26055153,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),ALL,Tutte le voci,PRPM,Privata con riserva di posti da parte del comune,2023,42973807,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),ALL,Tutte le voci,PCM,Privata senza riserva di posti da parte del comune,2023,12480,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),ALL,Tutte le voci,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,1298553,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPMUN,Spesa dei comuni (euro),ALL,Tutte le voci,ALL,Tutte le voci,2023,239789994,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNUR,Nidi e sezioni primavera,MDO,Comunale a gestione diretta,2023,24485758,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNUR,Nidi e sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,4726809,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNUR,Nidi e sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,9265417,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNUR,Nidi e sezioni primavera,ALL,Tutte le voci,2023,38477984,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),CDNUR,Nidi,MDO,Comunale a gestione diretta,2023,24001817,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),CDNUR,Nidi,MMETP,Comunale a gestione affidata a terzi,2023,4662644,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),CDNUR,Nidi,PRPM,Privata con riserva di posti da parte del comune,2023,9265417,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),CDNUR,Nidi,ALL,Tutte le voci,2023,37929878,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNISC,Sezioni primavera,MDO,Comunale a gestione diretta,2023,483941,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNISC,Sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,64165,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNISC,Sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNISC,Sezioni primavera,ALL,Tutte le voci,2023,548106,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ISERIDC,Servizi integrativi per la prima infanzia,MDO,Comunale a gestione diretta,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ISERIDC,Servizi integrativi per la prima infanzia,MMETP,Comunale a gestione affidata a terzi,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ISERIDC,Servizi integrativi per la prima infanzia,PRPM,Privata con riserva di posti da parte del comune,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ISERIDC,Servizi integrativi per la prima infanzia,ALL,Tutte le voci,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ALL,Tutte le voci,MDO,Comunale a gestione diretta,2023,24485758,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ALL,Tutte le voci,MMETP,Comunale a gestione affidata a terzi,2023,4726809,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ALL,Tutte le voci,PRPM,Privata con riserva di posti da parte del comune,2023,9265417,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ALL,Tutte le voci,ALL,Tutte le voci,2023,38477984,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNUR,Nidi e sezioni primavera,MDO,Comunale a gestione diretta,2023,12.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNUR,Nidi e sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,15.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNUR,Nidi e sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,17.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNUR,Nidi e sezioni primavera,ALL,Tutte le voci,2023,13.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),CDNUR,Nidi,MDO,Comunale a gestione diretta,2023,12.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),CDNUR,Nidi,MMETP,Comunale a gestione affidata a terzi,2023,15.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),CDNUR,Nidi,PRPM,Privata con riserva di posti da parte del comune,2023,17.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),CDNUR,Nidi,ALL,Tutte le voci,2023,13.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNISC,Sezioni primavera,MDO,Comunale a gestione diretta,2023,8.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNISC,Sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,17.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNISC,Sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNISC,Sezioni primavera,ALL,Tutte le voci,2023,9.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ISERIDC,Servizi integrativi per la prima infanzia,MDO,Comunale a gestione diretta,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ISERIDC,Servizi integrativi per la prima infanzia,MMETP,Comunale a gestione affidata a terzi,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ISERIDC,Servizi integrativi per la prima infanzia,PRPM,Privata con riserva di posti da parte del comune,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ISERIDC,Servizi integrativi per la prima infanzia,ALL,Tutte le voci,2023,0,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ALL,Tutte le voci,MDO,Comunale a gestione diretta,2023,12.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ALL,Tutte le voci,MMETP,Comunale a gestione affidata a terzi,2023,15.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ALL,Tutte le voci,PRPM,Privata con riserva di posti da parte del comune,2023,17.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITE4,Lazio,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ALL,Tutte le voci,ALL,Tutte le voci,2023,13.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITFG,Mezzogiorno,USSSPM,Utenti,DNUR,Nidi e sezioni primavera,MDO,Comunale a gestione diretta,2023,10849,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITFG,Mezzogiorno,USSSPM,Utenti,DNUR,Nidi e sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,15110,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITFG,Mezzogiorno,USSSPM,Utenti,DNUR,Nidi e sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,5008,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITFG,Mezzogiorno,USSSPM,Utenti,DNUR,Nidi e sezioni primavera,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,9604,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITFG,Mezzogiorno,USSSPM,Utenti,DNUR,Nidi e sezioni primavera,ALL,Tutte le voci,2023,40571,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITFG,Mezzogiorno,USSSPM,Utenti,CDNUR,Nidi,MDO,Comunale a gestione diretta,2023,10235,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITFG,Mezzogiorno,USSSPM,Utenti,CDNUR,Nidi,MMETP,Comunale a gestione affidata a terzi,2023,13776,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITFG,Mezzogiorno,USSSPM,Utenti,CDNUR,Nidi,PRPM,Privata con riserva di posti da parte del comune,2023,3997,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITFG,Mezzogiorno,USSSPM,Utenti,CDNUR,Nidi,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,8097,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITFG,Mezzogiorno,USSSPM,Utenti,CDNUR,Nidi,ALL,Tutte le voci,2023,36105,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITFG,Mezzogiorno,USSSPM,Utenti,DNISC,Sezioni primavera,MDO,Comunale a gestione diretta,2023,614,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
