FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,TYPE_SOCIO_EDUC_SERVICE,Tipo di servizio socio-educativo,TYPE_MANAGEMENT,Tipo di gestione,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_TYPE_SOCIO_EDUC_SERVICE,Tipo di servizio socio-educativo (NOTE_TYPE_SOCIO_EDUC_SERVICE),NOTE_TYPE_MANAGEMENT,Tipo di gestione (NOTE_TYPE_MANAGEMENT),NOTE_TIME_PERIOD,Tempo (NOTE_TIME_PERIOD),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITC,Nord-ovest,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ISERIDC,Servizi integrativi per la prima infanzia,MMETP,Comunale a gestione affidata a terzi,2023,30.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC,Nord-ovest,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ISERIDC,Servizi integrativi per la prima infanzia,PRPM,Privata con riserva di posti da parte del comune,2023,13.7,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC,Nord-ovest,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ISERIDC,Servizi integrativi per la prima infanzia,ALL,Tutte le voci,2023,17.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC,Nord-ovest,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ALL,Tutte le voci,MDO,Comunale a gestione diretta,2023,24.2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC,Nord-ovest,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ALL,Tutte le voci,MMETP,Comunale a gestione affidata a terzi,2023,30.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC,Nord-ovest,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ALL,Tutte le voci,PRPM,Privata con riserva di posti da parte del comune,2023,24.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC,Nord-ovest,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),ALL,Tutte le voci,ALL,Tutte le voci,2023,24.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,DNUR,Nidi e sezioni primavera,MDO,Comunale a gestione diretta,2023,7071,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,DNUR,Nidi e sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,4927,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,DNUR,Nidi e sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,660,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,DNUR,Nidi e sezioni primavera,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,1791,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,DNUR,Nidi e sezioni primavera,ALL,Tutte le voci,2023,14449,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,CDNUR,Nidi,MDO,Comunale a gestione diretta,2023,6982,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,CDNUR,Nidi,MMETP,Comunale a gestione affidata a terzi,2023,4766,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,CDNUR,Nidi,PRPM,Privata con riserva di posti da parte del comune,2023,571,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,CDNUR,Nidi,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,1720,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,CDNUR,Nidi,ALL,Tutte le voci,2023,14039,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,DNISC,Sezioni primavera,MDO,Comunale a gestione diretta,2023,89,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,DNISC,Sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,161,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,DNISC,Sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,89,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,DNISC,Sezioni primavera,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,71,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,DNISC,Sezioni primavera,ALL,Tutte le voci,2023,410,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,ISERIDC,Servizi integrativi per la prima infanzia,MDO,Comunale a gestione diretta,2023,54,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,ISERIDC,Servizi integrativi per la prima infanzia,MMETP,Comunale a gestione affidata a terzi,2023,190,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,ISERIDC,Servizi integrativi per la prima infanzia,PRPM,Privata con riserva di posti da parte del comune,2023,102,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,ISERIDC,Servizi integrativi per la prima infanzia,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,268,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,ISERIDC,Servizi integrativi per la prima infanzia,ALL,Tutte le voci,2023,614,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,ALL,Tutte le voci,MDO,Comunale a gestione diretta,2023,7125,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,ALL,Tutte le voci,MMETP,Comunale a gestione affidata a terzi,2023,5117,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,ALL,Tutte le voci,PRPM,Privata con riserva di posti da parte del comune,2023,762,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,ALL,Tutte le voci,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,2059,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,USSSPM,Utenti,ALL,Tutte le voci,ALL,Tutte le voci,2023,15063,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),DNUR,Nidi e sezioni primavera,MDO,Comunale a gestione diretta,2023,82655916,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),DNUR,Nidi e sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,30831394,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),DNUR,Nidi e sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,1574752,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),DNUR,Nidi e sezioni primavera,PCM,Privata senza riserva di posti da parte del comune,2023,2544862,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),DNUR,Nidi e sezioni primavera,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,2021704,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),DNUR,Nidi e sezioni primavera,ALL,Tutte le voci,2023,119628628,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),CDNUR,Nidi,MDO,Comunale a gestione diretta,2023,82120946,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),CDNUR,Nidi,MMETP,Comunale a gestione affidata a terzi,2023,30142822,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),CDNUR,Nidi,PRPM,Privata con riserva di posti da parte del comune,2023,1399710,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),CDNUR,Nidi,PCM,Privata senza riserva di posti da parte del comune,2023,1912108,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),CDNUR,Nidi,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,1969183,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),CDNUR,Nidi,ALL,Tutte le voci,2023,117544769,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),DNISC,Sezioni primavera,MDO,Comunale a gestione diretta,2023,534970,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),DNISC,Sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,688572,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),DNISC,Sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,175042,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),DNISC,Sezioni primavera,PCM,Privata senza riserva di posti da parte del comune,2023,632754,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),DNISC,Sezioni primavera,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,52521,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),DNISC,Sezioni primavera,ALL,Tutte le voci,2023,2083859,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),ISERIDC,Servizi integrativi per la prima infanzia,MDO,Comunale a gestione diretta,2023,352451,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),ISERIDC,Servizi integrativi per la prima infanzia,MMETP,Comunale a gestione affidata a terzi,2023,448536,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),ISERIDC,Servizi integrativi per la prima infanzia,PRPM,Privata con riserva di posti da parte del comune,2023,171766,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),ISERIDC,Servizi integrativi per la prima infanzia,PCM,Privata senza riserva di posti da parte del comune,2023,427651,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),ISERIDC,Servizi integrativi per la prima infanzia,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,262851,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),ISERIDC,Servizi integrativi per la prima infanzia,ALL,Tutte le voci,2023,1663255,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),ALL,Tutte le voci,MDO,Comunale a gestione diretta,2023,83008367,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),ALL,Tutte le voci,MMETP,Comunale a gestione affidata a terzi,2023,31279930,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),ALL,Tutte le voci,PRPM,Privata con riserva di posti da parte del comune,2023,1746518,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),ALL,Tutte le voci,PCM,Privata senza riserva di posti da parte del comune,2023,2972513,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),ALL,Tutte le voci,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,2284555,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,TOTEXP,Totale spesa (euro),ALL,Tutte le voci,ALL,Tutte le voci,2023,121291883,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),DNUR,Nidi e sezioni primavera,MDO,Comunale a gestione diretta,2023,64913073,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),DNUR,Nidi e sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,22217126,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),DNUR,Nidi e sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,1104689,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),DNUR,Nidi e sezioni primavera,PCM,Privata senza riserva di posti da parte del comune,2023,2544862,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),DNUR,Nidi e sezioni primavera,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,2021704,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),DNUR,Nidi e sezioni primavera,ALL,Tutte le voci,2023,92801454,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),CDNUR,Nidi,MDO,Comunale a gestione diretta,2023,64577072,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),CDNUR,Nidi,MMETP,Comunale a gestione affidata a terzi,2023,21711681,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),CDNUR,Nidi,PRPM,Privata con riserva di posti da parte del comune,2023,1000247,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),CDNUR,Nidi,PCM,Privata senza riserva di posti da parte del comune,2023,1912108,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),CDNUR,Nidi,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,1969183,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),CDNUR,Nidi,ALL,Tutte le voci,2023,91170291,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),DNISC,Sezioni primavera,MDO,Comunale a gestione diretta,2023,336001,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),DNISC,Sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,505445,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),DNISC,Sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,104442,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),DNISC,Sezioni primavera,PCM,Privata senza riserva di posti da parte del comune,2023,632754,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),DNISC,Sezioni primavera,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,52521,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),DNISC,Sezioni primavera,ALL,Tutte le voci,2023,1631163,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),ISERIDC,Servizi integrativi per la prima infanzia,MDO,Comunale a gestione diretta,2023,345521,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),ISERIDC,Servizi integrativi per la prima infanzia,MMETP,Comunale a gestione affidata a terzi,2023,271888,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),ISERIDC,Servizi integrativi per la prima infanzia,PRPM,Privata con riserva di posti da parte del comune,2023,134343,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),ISERIDC,Servizi integrativi per la prima infanzia,PCM,Privata senza riserva di posti da parte del comune,2023,427651,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),ISERIDC,Servizi integrativi per la prima infanzia,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,262851,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),ISERIDC,Servizi integrativi per la prima infanzia,ALL,Tutte le voci,2023,1442254,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),ALL,Tutte le voci,MDO,Comunale a gestione diretta,2023,65258594,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),ALL,Tutte le voci,MMETP,Comunale a gestione affidata a terzi,2023,22489014,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),ALL,Tutte le voci,PRPM,Privata con riserva di posti da parte del comune,2023,1239032,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),ALL,Tutte le voci,PCM,Privata senza riserva di posti da parte del comune,2023,2972513,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),ALL,Tutte le voci,CFPPS,Contributi alle famiglie per servizi privati o pubblici,2023,2284555,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPMUN,Spesa dei comuni (euro),ALL,Tutte le voci,ALL,Tutte le voci,2023,94243708,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNUR,Nidi e sezioni primavera,MDO,Comunale a gestione diretta,2023,17742843,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNUR,Nidi e sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,8614268,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNUR,Nidi e sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,470063,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNUR,Nidi e sezioni primavera,ALL,Tutte le voci,2023,26827174,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),CDNUR,Nidi,MDO,Comunale a gestione diretta,2023,17543874,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),CDNUR,Nidi,MMETP,Comunale a gestione affidata a terzi,2023,8431141,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),CDNUR,Nidi,PRPM,Privata con riserva di posti da parte del comune,2023,399463,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),CDNUR,Nidi,ALL,Tutte le voci,2023,26374478,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNISC,Sezioni primavera,MDO,Comunale a gestione diretta,2023,198969,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNISC,Sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,183127,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNISC,Sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,70600,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),DNISC,Sezioni primavera,ALL,Tutte le voci,2023,452696,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ISERIDC,Servizi integrativi per la prima infanzia,MDO,Comunale a gestione diretta,2023,6930,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ISERIDC,Servizi integrativi per la prima infanzia,MMETP,Comunale a gestione affidata a terzi,2023,176648,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ISERIDC,Servizi integrativi per la prima infanzia,PRPM,Privata con riserva di posti da parte del comune,2023,37423,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ISERIDC,Servizi integrativi per la prima infanzia,ALL,Tutte le voci,2023,221001,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ALL,Tutte le voci,MDO,Comunale a gestione diretta,2023,17749773,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ALL,Tutte le voci,MMETP,Comunale a gestione affidata a terzi,2023,8790916,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ALL,Tutte le voci,PRPM,Privata con riserva di posti da parte del comune,2023,507486,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,EXPUSERS,Compartecipazione degli utenti alla spesa totale (euro),ALL,Tutte le voci,ALL,Tutte le voci,2023,27048175,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNUR,Nidi e sezioni primavera,MDO,Comunale a gestione diretta,2023,21.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNUR,Nidi e sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,27.9,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNUR,Nidi e sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,29.8,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNUR,Nidi e sezioni primavera,ALL,Tutte le voci,2023,22.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),CDNUR,Nidi,MDO,Comunale a gestione diretta,2023,21.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),CDNUR,Nidi,MMETP,Comunale a gestione affidata a terzi,2023,28,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),CDNUR,Nidi,PRPM,Privata con riserva di posti da parte del comune,2023,28.5,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),CDNUR,Nidi,ALL,Tutte le voci,2023,22.4,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNISC,Sezioni primavera,MDO,Comunale a gestione diretta,2023,37.2,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNISC,Sezioni primavera,MMETP,Comunale a gestione affidata a terzi,2023,26.6,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
A,Annuale,ITC1,Piemonte,PEREXPPU,Spesa sostenuta dagli utenti sulla spesa totale (percentuale),DNISC,Sezioni primavera,PRPM,Privata con riserva di posti da parte del comune,2023,40.3,,,FILTER_ATS,Filter,,,,,,,,,,,,,,
