FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2004,35.71,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2005,36.11,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2006,36.48,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2007,36.76,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2008,36.9,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2009,37.47,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2010,37.9,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2011,38.14,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2012,38.37,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2013,38.67,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2014,39.11,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2015,39.61,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2016,39.92,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2017,40.45,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2018,40.65,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2019,41.61,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2020,43.54,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2021,41.9,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2022,42.73,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2023,43.65,e,Dato stimato,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2004,31.2,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2005,31.49,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2006,31.81,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2007,32.31,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2008,32.51,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2009,33.07,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2010,33.52,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2011,33.75,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2012,33.87,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2013,34.32,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2014,34.61,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2015,35.05,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2016,35.38,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2017,35.73,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2018,36.05,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2019,36.6,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2020,38.03,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2021,37.12,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2022,37.91,,,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITD5,Emilia-Romagna,MAGEMBR_FROM2017,Età  media al matrimonio spose (tutte le età),2023,38.62,e,Dato stimato,,,TIPO_DATO15__MAGEMBR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2004,44.1,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2005,46.2,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2006,46.7,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2007,49.1,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2008,52.2,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2009,52.9,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2010,52.8,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2011,56.1,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2012,57.5,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2013,59.1,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2014,59.4,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2015,60.8,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2016,62.7,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2017,65,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2018,66.7,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2019,68.9,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2020,80.7,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2021,70.5,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2022,70,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,CMARRGP_FROM2017,Matrimoni civili (%),2023,73.7,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2004,531.6,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2005,526.7,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2006,532.4,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2007,555,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2008,556.5,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2009,514,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2010,483,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2011,463.4,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2012,493.7,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2013,440.5,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2014,430.2,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2015,433,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2016,459.9,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2017,433.8,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2018,431.3,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2019,414.4,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2020,189.7,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2021,374.8,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2022,433.1,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTM_FROM2017,Tasso di nuzialità  totale sposi-valori per mille,2023,418.7,e,Dato stimato,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2004,605.5,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2005,603.5,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2006,611.3,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2007,632.2,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2008,631,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2009,583.2,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2010,545.9,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2011,524.5,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2012,557.8,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2013,499.2,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2014,486.4,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2015,492.3,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2016,521.4,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2017,494.9,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2018,494.2,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2019,476.7,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2020,226.1,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2021,437,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2022,503.8,,,,,,,,,,,,
A,Annuale,ITE1,Toscana,NUPT_TOTW_FROM2017,Tasso di nuzialità totale spose-valori per mille,2023,488.8,e,Dato stimato,,,,,,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2004,35.5,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2005,35.83,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2006,35.91,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2007,36.16,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2008,36.26,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2009,36.58,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2010,37.23,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2011,37.54,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2012,37.49,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2013,38.09,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2014,38.41,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2015,38.91,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2016,39.19,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2017,39.48,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
A,Annuale,ITE1,Toscana,MAGEMBRGR_FROM2017,Età  media al matrimonio sposi (tutte le età),2018,39.89,,,,,TIPO_DATO15__MAGEMBRGR_FROM2017_N1,'Età media delle spose, ponderata con i quozienti specifici di nuzialità.Per gli anni 2010-2016 si può cliccare sul Tipo dato e selezionare l"'indicatore corrispondente',,,,,,
